uai;nom_etablissement;code_postal;latitude;longitude;nombre_eleves_hors_segpa_ulis;total_filles;pourcentage_filles
0870023C;Collège Léon Blum;87036;45.82448066511231;1.2839252719177405;452;217;48.00884955752212389400
0160024P;Collège Elisabeth et Robert Badinter;16400;45.60371248337845;0.09397016567471343;592;295;49.83108108108108108100
0170063B;Collège Edgar Quinet;17107;45.736004222229255;-0.6516998885869859;696;400;57.47126436781609195400
0790052C;Collège Pierre et Marie Curie;79002;46.335101606306985;-0.4546243153449538;532;296;55.63909774436090225600
0860799B;Collège Jules Verne;86180;46.595747066157315;0.35596906854496185;526;280;53.23193916349809885900
0860702W;Collège Jean Macé;86106;46.81861577368733;0.5231316811789254;358;187;52.23463687150837988800
0860723U;Collège Pierre de Ronsard;86036;46.56867100550213;0.3510568553434422;658;346;52.58358662613981762900
0110010B;Collège André Chénier;11003;43.21227879537586;2.349310082875352;367;181;49.31880108991825613100
0110810W;Collège de Grazailles;11000;43.22434705240704;2.352159504668571;752;408;54.25531914893617021300
0110686L;Collège Joseph Anglade;11202;43.196809464040086;2.765270436216811;702;352;50.14245014245014245000
0300947S;Collège Alphonse Daudet;30100;44.13529242355033;4.085849458058714;529;297;56.14366729678638941400
0301282F;Collège Elsa Triolet;30301;43.8104670615702;4.622010183247755;493;270;54.76673427991886409700
0301012M;Collège Léo Larguier;30110;44.210139155813;4.0303605122898185;316;168;53.16455696202531645600
0300025P;Collège Romain Rolland;30002;43.84465294317107;4.390210182026013;303;159;52.47524752475247524800
0301721H;Collège Jean-Louis Trintignant;30700;44.028519592034264;4.414770354406607;435;222;51.03448275862068965500
0341321B;Collège Katia et Maurice Krafft;34513;43.336826651792556;3.2495802249959187;575;323;56.17391304347826087000
0340031Z;Collège Fréderic Mistral;34400;43.671938083423754;4.1239600014324616;698;332;47.56446991404011461300
0340996Y;Collège les Escholiers de la Mosson;34080;43.633739063638174;3.821649566521723;649;387;59.63020030816640986100
0341065Y;Collège Jean Moulin;34200;43.415365487204454;3.6710800439238978;358;206;57.54189944134078212300
0660012E;Collège Joseph Sébastien Pons;66000;42.719725883546694;2.8914941897288076;594;328;55.21885521885521885500
0660017K;Collège Jean Macé;66000;42.695304217879524;2.888789901455317;444;212;47.74774774774774774800
0660018L;Collège Madame de Sévigné;66000;42.68776861397172;2.8859524883726566;614;316;51.46579804560260586300
0660049V;Collège Jean Moulin;66000;42.696803654453234;2.8994341863692275;727;343;47.18019257221458046800
0090056M;Collège Joseph-Paul Rambaud;09101;43.11465664048534;1.6094885338698761;559;303;54.20393559928443649400
0311112R;Collège Toulouse Lautrec;31022;43.629648172251805;1.4407104510772466;634;337;53.15457413249211356500
0460528Z;Collège Olivier de Magny;46005;44.46354320618618;1.4550500739231473;528;290;54.92424242424242424200
0440348P;Collège La ville aux Roses;44146;47.71044564035731;-1.3844179749751808;492;304;61.78861788617886178900
0440013A;Collège Bellevue;44290;47.627333171285294;-1.8193303115128432;398;193;48.49246231155778894500
0440023L;Collège Chantenay;44104;47.207274769794125;-1.5841005962595762;738;402;54.47154471544715447200
0440311Z;Collège Ernest Renan;44800;47.214555238777194;-1.6136695405072288;469;276;58.84861407249466951000
0441610L;Collège Gutenberg;44800;47.24662501348978;-1.6115906201441996;452;273;60.39823008849557522100
0490022H;Collège Georges Clemenceau;49300;47.05463607594209;-0.8717498858930167;379;205;54.08970976253298153000
0491859E;Collège Trémolières;49307;47.0540823007082;-0.89776970100763;427;217;50.81967213114754098400
0530790W;Collège Jacques Monod;53014;48.06578512638096;-0.7849304301383724;421;227;53.91923990498812351500
0720906U;Collège Jean Cocteau;72190;48.02775360167772;0.20255258707057774;492;258;52.43902439024390243900
0850067L;Collège André Tiraqueau;85205;46.461065654335336;-0.782522091599313;476;269;56.51260504201680672300
0851163C;Collège Pierre Mendès France;85120;46.65226410947934;-0.7470400498601503;244;119;48.77049180327868852500
0850015E;Collège les Sicardières;85350;46.71617095294929;-2.3521403529039455;111;58;52.25225225225225225200
0040022C;Collège Gassendi;04004;44.089143727503824;6.231149574919586;556;309;55.57553956834532374100
0130007M;Collège Jas de Bouffan;13090;43.52563799847461;5.420919924379433;408;252;61.76470588235294117600
0132009N;Collège Château Double;13090;43.53148231123345;5.419359963845442;535;248;46.35514018691588785000
0131881Z;Collège Simone Veil;13833;43.881685697463915;4.8648404259387625;1075;498;46.32558139534883720900
0131701D;Collège Gabriel Péri;13541;43.453259683075466;5.4701298149777315;391;202;51.66240409207161125300
0134022B;Collège Louise Michel;13010;43.27658883799274;5.408539592042221;511;271;53.03326810176125244600
0132403S;Collège François Villon;13396;43.28540727567788;5.46249939516656;380;200;52.63157894736842105300
0131260Z;Collège Edmond Rostand;13388;43.3285229352973;5.408321004299624;377;192;50.92838196286472148500
0131262B;Collège Jacques Prévert;13388;43.325958622791504;5.432413527640791;485;249;51.34020618556701030900
0132313U;Collège Stéphane Mallarmé;13381;43.330958835404665;5.43018344762998;412;197;47.81553398058252427200
0131704G;Collège Arthur Rimbaud;13015;43.34432893263555;5.348482706937176;548;294;53.64963503649635036500
0131887F;Collège Elsa Triolet;13015;43.37143648119913;5.355300391983345;363;183;50.41322314049586776900
0131931D;Collège Thiers;13232;43.296854155506374;5.382610144906995;425;206;48.47058823529411764700
0132326H;Collège Albert Camus;13140;43.57503479618511;5.000400538846497;482;261;54.14937759336099585100
0132327J;Collège Miramaris;13140;43.59320165356297;5.010470120513064;362;234;64.64088397790055248600
0132212J;Collège Frédéric Mistral;13528;43.409564143574286;4.977595357233713;302;175;57.94701986754966887400
0131265E;Collège Jean Moulin;13657;43.642784212843395;5.103994516073329;500;230;46.00000000000000000000
0840108L;Collège Anselme Mathieu;84082;43.93216415961474;4.817129263398616;451;248;54.98891352549889135300
0840116V;Collège Jean Giono;84106;44.12822441870911;4.799358691386506;644;361;56.05590062111801242200
0061279H;Collège les Vallergues;06400;43.55548134903076;7.014182588441312;489;236;48.26175869120654396700
0060021R;Collège Saint-Hilaire;06130;43.656755635436774;6.918969875601205;432;218;50.46296296296296296300
0061129V;Collège Jules Romains;06200;43.67792616163958;7.202090130979249;466;232;49.78540772532188841200
0830834F;Collège André Léotard;83600;43.43804774313768;6.755632401599427;541;290;53.60443622920517560100
0830163B;Collège Pierre de Coubertin;83340;43.39115939977601;6.317691492908425;862;438;50.81206496519721577700
0830069Z;Collège Pierre Puget;83069;43.12771430693768;5.909726504143921;821;397;48.35566382460414129100
0830181W;Collège La Marquisanne;83200;43.12944123027359;5.891278619390651;483;250;51.75983436853002070400
0141268C;Collège Guillaume de Normandie;14020;49.16098458295274;-0.34696061196262384;623;311;49.91974317817014446200
0141136J;Collège Pierre Varignon;14200;49.19663021261219;-0.33301993990372764;245;129;52.65306122448979591800
0141363F;Collège Nelson Mandela;14200;49.201004362430716;-0.34496018915318594;326;157;48.15950920245398773000
0271320N;Collège Rosa Parks;27700;49.24831614355137;1.4435802528746382;551;273;49.54627949183303085300
0271286B;Collège Alphonse Allais;27100;49.27441539406917;1.2126104624029355;369;209;56.63956639566395664000
0500095G;Collège Louis Pasteur;50004;49.114205582373465;-1.080684377285271;297;204;68.68686868686868686900
0610045T;Collège Arlette Hee-Fergant;61120;48.93189476503051;0.1995697305854822;201;102;50.74626865671641791000
0762089H;Collège Charles Gounod;76380;49.454305751418985;1.0326899176521405;438;212;48.40182648401826484000
0762679Z;Collège Jacques Brel;76410;49.30962946567946;1.0286036136248429;346;201;58.09248554913294797700
0762459K;Collège Nelson Mandela;76500;49.28224742151588;1.0070361686868774;590;331;56.10169491525423728800
0761954L;Collège Gustave Courbet;76700;49.5071231343554;0.23234900171424258;475;265;55.78947368421052631600
0761696F;Collège Romain Rolland;76610;49.51054640178768;0.1585252300352849;453;232;51.21412803532008830000
0762226G;Collège Théophile Gautier;76620;49.51385513465711;0.09021784341478802;318;168;52.83018867924528301900
0761777U;Collège Louise Michel;76800;49.39342787625407;1.0852871688663643;474;243;51.26582278481012658200
0240056F;Collège des trois Vallées;24380;45.02510355831413;0.7122662901331184;367;183;49.86376021798365122600
0331461J;Collège Cassignol;33000;44.852276655981946;-0.5849179937998745;728;349;47.93956043956043956000
0331618E;Collège Léonard Lenoir;33015;44.84153932220803;-0.5538237748046175;333;169;50.75075075075075075100
0332768E;Collège Aliénor d'Aquitaine;33800;44.82935744008306;-0.5606440643261218;659;351;53.26251896813353566000
0332189A;Collège Nelson Mandela;33271;44.8388487614692;-0.5331585713029526;465;220;47.31182795698924731200
0331619F;Collège Georges Lapierre;33305;44.87440703977014;-0.5223870666307535;452;267;59.07079646017699115000
0330146E;Collège Gisèle Halimi;33706;44.84199629660682;-0.6510234523453694;563;288;51.15452930728241563100
0331888Y;Collège du Val de Saye;33920;45.139329958860735;-0.41145166104362557;607;300;49.42339373970345963800
0400103V;Collège Lubet Barbon;40280;43.87779141657054;-0.5093728558010466;452;276;61.06194690265486725700
0470103G;Collège Jean Moulin;47207;44.49957237740594;0.18087574787166008;604;338;55.96026490066225165600
0470102F;Collège Paul Froment;47110;44.40264934580909;0.5989167291248232;281;135;48.04270462633451957300
0470104H;Collège Germillac;47400;44.392801187358835;0.3180975641873742;484;262;54.13223140495867768600
0870072F;Collège André Maurois;87065;45.834842987816614;1.227624328711415;656;338;51.52439024390243902400
0870960W;Collège Firmin Roz;87280;45.86738518424106;1.290903771175961;299;152;50.83612040133779264200
0161075G;Collège Pierre Bodet;16000;45.633645312973655;0.14619058061944032;391;199;50.89514066496163682900
0171117X;Collège Fabre d'Eglantine;17028;46.15199517898842;-1.1165800235315764;577;309;53.55285961871750433300
0790027A;Collège Jean Zay;79000;46.31868940967251;-0.4782495368961803;496;248;50.00000000000000000000
0860876K;Collège George Sand;86100;46.80456763533283;0.5491225232356329;556;296;53.23741007194244604300
0860984C;Collège René Descartes;86106;46.81908160594479;0.5461617283146118;578;316;54.67128027681660899700
0110037F;Collège Alain;11870;43.21095190634443;2.331629421742715;433;204;47.11316397228637413400
0110666P;Collège le Bastion;11000;43.216445674713256;2.3489003077811836;572;301;52.62237762237762237800
0110025T;Collège Cité;11100;43.18718710476163;3.008270411217655;480;253;52.70833333333333333300
0110068P;Collège Georges Brassens;11100;43.18619491528589;2.9742500591604983;532;275;51.69172932330827067700
0300062E;Collège Capouchiné;30910;43.8224816363969;4.3569599691475265;530;278;52.45283018867924528300
0300929X;Collège Mont Duplan;30000;43.843305820120975;4.36424053264871;490;264;53.87755102040816326500
0300037C;Collège Jean Vilar;30800;43.685516150351695;4.434667601331774;753;429;56.97211155378486055800
0340025T;Collège des Deux Pins;34110;43.453892120080134;3.751150125849816;610;304;49.83606557377049180300
0340955D;Collège Simone Veil;34000;43.618040359415836;3.847929799069605;648;335;51.69753086419753086400
0341592W;Collège Marcel Pagnol;34070;43.59644765313416;3.8467403698128533;504;268;53.17460317460317460300
0340972X;Collège Victor Hugo;34202;43.408444951305825;3.7002494393949807;405;197;48.64197530864197530900
0660523K;Collège Paul Langevin;66200;42.61323232220601;2.9786084325018565;1012;513;50.69169960474308300400
0660016J;Collège la Garrigole;66000;42.69462404489727;2.868556885532539;489;249;50.92024539877300613500
0120622L;Collège Paul Ramadier;12300;44.57080239612147;2.255759903876115;370;199;53.78378378378378378400
0311325X;Collège Voltaire;31773;43.60806506153154;1.328686203353599;351;220;62.67806267806267806300
0310086A;Collège George Sand;31100;43.58810548390916;1.4087302727504742;423;219;51.77304964539007092200
0311718Z;Collège Nicolas-Louis Vauquelin;31035;43.58260081396834;1.401209929218137;618;342;55.33980582524271844700
0440283U;Collège Libertaire Rutigliano;44319;47.240168666267195;-1.5406446092020099;361;195;54.01662049861495844900
0440286X;Collège Claude Debussy;44107;47.20359196670048;-1.6056305962624915;280;133;47.50000000000000000000
0440314C;Collège Jean Moulin;44606;47.28672944530537;-2.2233097759081866;660;333;50.45454545454545454500
0441613P;Collège Pierre Norange;44600;47.2663270361421;-2.246099584192326;310;172;55.48387096774193548400
0490783K;Collège Jean Mermoz;49035;47.451685736805544;-0.5682399539106795;360;193;53.61111111111111111100
0491703K;Collège Jean Vilar;49035;47.44527382998808;-0.5643496236369102;244;130;53.27868852459016393400
0720068H;Collège Léon Tolstoï;72000;48.02011676905311;0.2097945372364403;326;156;47.85276073619631901800
0720081X;Collège Alain-Fournier;72100;47.98744440417012;0.21607568733298332;369;187;50.67750677506775067800
0720799C;Collège Jean de l'Epine;72000;48.01740166270182;0.1805152793431396;500;262;52.40000000000000000000
0720987G;Collège Costa-Gavras;72100;47.99431492236332;0.23239798532346528;360;190;52.77777777777777777800
0720989J;Collège Simone Veil;72305;47.83181690661591;-0.322215437947841;435;257;59.08045977011494252900
0850014D;Collège Golfe des Pictons;85770;46.32875696423236;-0.9496705132352254;258;127;49.22480620155038759700
0040044B;Collège Maria Borrély;04004;44.09466935826107;6.237060584123931;346;174;50.28901734104046242800
0131705H;Collège Fernand Léger;13130;43.488049494784825;5.158740692840738;669;326;48.72944693572496263100
0132404T;Collège Clair Soleil;13014;43.323549135712575;5.385889532583953;486;235;48.35390946502057613200
0130136C;Collège Vieux port;13002;43.29650515548216;5.365599591293657;291;135;46.39175257731958762900
0132561N;Collège Anatole France;13006;43.29057188713276;5.376909986946342;373;182;48.79356568364611260100
0132208E;Collège Marcel Pagnol;13500;43.41239943428008;5.04205763920382;460;246;53.47826086956521739100
0132217P;Collège Mont-Sauvy;13660;43.7960920994055;5.031266668352428;591;318;53.80710659898477157400
0132007L;Collège Jacques Prévert;13730;43.41697231810928;5.231344038358879;672;359;53.42261904761904761900
0050025A;Collège Achille Mauzan;05007;44.565891797666836;6.082739444206575;504;284;56.34920634920634920600
0840051Z;Collège Jean Brunet;84036;43.94704392595827;4.8384706812183955;415;202;48.67469879518072289200
0840758T;Collège Frédéric Mistral;84000;43.94704107997609;4.801565250756268;530;281;53.01886792452830188700
0840970Y;Collège Gérard Philipe;84035;43.94384045328035;4.845551283918319;471;239;50.74309978768577494700
0840699D;Collège Paul Eluard;84503;44.275511517716396;4.745288125657382;527;266;50.47438330170777988600
0840020R;Collège Clovis Hugues;84305;43.83500193892284;5.047102900177587;624;287;45.99358974358974359000
0840029A;Collège Marcel Pagnol;84122;43.69469233249835;5.508972722554812;507;272;53.64891518737672583800
0061240R;Collège Carnot;06130;43.65587061065868;6.922150382885586;487;239;49.07597535934291581100
0060045S;Collège Antoine Risso;06300;43.70732283822233;7.284940240781234;457;227;49.67177242888402625800
0060841G;Collège Jean-Henri Fabre;06102;43.731182936513065;7.251520493631353;645;344;53.33333333333333333300
0061131X;Collège Maurice Jaubert;06300;43.73776974723289;7.299920102794202;688;387;56.25000000000000000000
0830180V;Collège Henri Wallon;83500;43.112711393187055;5.870136453438233;529;296;55.95463137996219281700
0830955M;Collège George Sand;83200;43.1295936654314;5.915652061746194;302;168;55.62913907284768211900
0030010V;Collège Maurice Constantin Weyer;03306;46.13596769070815;3.4542099569016824;635;358;56.37795275590551181100
0631199L;Collège La Charme;63100;45.79772571210262;3.1200400766844076;462;233;50.43290043290043290000
0631762Y;Collège de la Durolle;63650;45.87241859489041;3.5977494268825336;300;157;52.33333333333333333300
0260117L;Collège Paul Valéry;26000;44.92851161366953;4.896080006480888;431;216;50.11600928074245939700
0741165P;Collège Michel Servet;74102;46.19285076495058;6.237469534232542;1097;573;52.23336371923427529600
0383494S;Collège les Saules;38320;45.14770685369583;5.750140411189965;490;251;51.22448979591836734700
0382035F;Collège Charles Munch;38100;45.173750473834154;5.7371100497222685;583;340;58.31903945111492281300
0380065P;Collège Henri Wallon;38400;45.17553965675825;5.764599912225057;417;200;47.96163069544364508400
0381907S;Collège Ponsard;38200;45.52647975925464;4.87715053326017;607;347;57.16639209225700164700
0730901H;Collège Côte Rousse;73000;45.59073765125101;5.920809745457781;603;334;55.38971807628524046400
0010035H;Collège Louis Lumière;01108;46.25485364646008;5.638289823414171;572;278;48.60139860139860139900
0010975E;Collège Jacques Prévert;01630;46.247648621001346;6.031359448747479;661;302;45.68835098335854765500
0421487N;Collège Jacques Prévert;42160;45.52948793571253;4.266710174692869;863;472;54.69293163383545770600
0694497N;Collège Gilbert Chabroux;69110;45.76567823172886;4.902732498498947;268;122;45.52238805970149253700
0421086C;Collège Charles Exbrayat;42320;45.49838174714388;4.573189781031106;708;349;49.29378531073446327700
0421689H;Collège Jules Vallès;42150;45.39926867858585;4.366679864046602;255;129;50.58823529411764705900
0421852K;Collège Louis Aragon;42300;46.08143045710371;4.073359762134991;391;227;58.05626598465473145800
0420916T;Collège Puits de la Loire;42021;45.44486266638672;4.3727497411511065;446;257;57.62331838565022421500
0692420F;Collège Maurice Utrillo;69400;45.98145349094129;4.704879941151015;659;354;53.71775417298937784500
0690131T;Collège Raoul Dufy;69396;45.75881533570775;4.847529171105776;444;239;53.82882882882882882900
0692578C;Collège Gabriel Rosset;69364;45.72973322700155;4.84010095150771;541;280;51.75600739371534195900
0690094C;Collège Jules Michelet;69200;45.688464746000854;4.872875990843281;729;381;52.26337448559670781900
0691480J;Collège Honoré de Balzac;69694;45.72612116694508;4.861721622741635;641;331;51.63806552262090483600
0691730F;Collège Paul Eluard;69694;45.69977280394754;4.868958976382973;735;359;48.84353741496598639500
0692343X;Collège Elsa Triolet;69200;45.697470444725326;4.866355379613104;624;330;52.88461538461538461500
0690280E;Collège les Iris;69100;45.769270202520346;4.8968622457316275;582;300;51.54639175257731958800
0251209D;Collège Anatole France;25200;47.53840507018112;6.80400939043247;347;178;51.29682997118155619600
0900006T;Collège Léonard de Vinci;90016;47.63201561013166;6.849611971016875;579;286;49.39550949913644214200
0221037H;Collège Louis Guilloux;22210;48.174492665665056;-2.596619871781285;186;97;52.15053763440860215100
0291089B;Collège La Fontaine Margot;29231;48.3837528328042;-4.540690061781384;307;182;59.28338762214983713400
0350969N;Collège Bellevue;35602;47.655874021168884;-2.0767905322319713;392;238;60.71428571428571428600
0350895H;Collège Rosa Parks;35016;48.121201797651814;-1.7146799912092223;439;264;60.13667425968109339400
0351851X;Collège la Binquenais;35203;48.09048614864535;-1.6632694028595163;525;288;54.85714285714285714300
0350052S;Collège Pierre Perrin;35560;48.42378333707708;-1.47368028376312;157;85;54.14012738853503184700
0560214D;Collège Paul Langevin;56704;47.80278839994521;-3.2723696557078217;445;244;54.83146067415730337100
0560215E;Collège Jean Lurçat;56601;47.76309345387246;-3.3393543350700856;313;177;56.54952076677316293900
0560223N;Collège Antoine de Saint-Exupéry;56017;47.67575695230633;-2.7704165984153195;502;293;58.36653386454183266900
0180037T;Collège Edouard Vaillant;18108;47.22901276343106;2.06710967051571;493;228;46.24746450304259634900
0280803W;Collège Edouard Herriot;28114;48.439255747831666;1.449800104604184;458;243;53.05676855895196506600
0280034K;Collège Jean Macé;28300;48.44813319315256;1.461900355972772;442;221;50.00000000000000000000
0360544W;Collège Denis Diderot;36100;46.94493413362061;2.003769733796371;371;179;48.24797843665768194100
0370791J;Collège Arche-du-Lude;37302;47.346168623440334;0.6506603450186224;229;112;48.90829694323144104800
0450840U;Collège Paul Eluard;45120;48.00527288728754;2.7064903591706924;595;322;54.11764705882352941200
0451544J;Collège André Chêne;45400;47.93325544876024;1.9122506312627523;557;288;51.70556552962298025100
0450789N;Collège Le Grand Clos;45200;47.999178474560026;2.7404901919260425;377;183;48.54111405835543766600
0450069F;Collège Max Jacob;45140;47.91834539320126;1.8783696125234337;419;209;49.88066825775656324600
6200040Z;Collège Léon Boujot;20137;41.59000247913734;9.279163568037063;712;328;46.06741573033707865200
6200041A;Collège Jean Nicoli;20110;41.67456824685333;8.901121308670726;251;126;50.19920318725099601600
7200013B;Collège Montesoro;20600;42.67229274467902;9.428744037033026;655;346;52.82442748091603053400
7200027S;Collège de Luri;20228;42.896769650260076;9.405049818626777;109;62;56.88073394495412844000
7200086F;Collège du Fiumorbo;20243;41.99588261716607;9.405189790103693;768;399;51.95312500000000000000
0541211Y;Collège Émile Gallé;54270;48.70004339242134;6.2216805889771125;545;265;48.62385321100917431200
0540047H;Collège Victor Prouvé;54520;48.67761532196342;6.143700130181998;275;148;53.81818181818181818200
0541469D;Collège La Fontaine;54520;48.69846285671614;6.134789846987164;252;151;59.92063492063492063500
0540088C;Collège Anatole France;54350;49.544708645677595;5.790349509391255;226;124;54.86725663716814159300
0572690P;Collège Jacques-Yves Cousteau;57150;49.209400182021675;6.7109404714696375;468;254;54.27350427350427350400
0572491Y;Collège Robert Schuman;57470;49.13890738186971;6.777449906556984;243;127;52.26337448559670781900
0572487U;Collège François Rabelais;57490;49.1629203433612;6.744419552148368;346;178;51.44508670520231213900
0572017H;Collège Jean Burger;57250;49.25361265455629;6.031539425340115;300;163;54.33333333333333333300
0572355A;Collège La Milliaire;57100;49.359789786726566;6.147590016590711;377;219;58.09018567639257294400
0881099S;Collège Joseph Julien Souhait;88100;48.281066500528894;6.967291505973852;438;209;47.71689497716894977200
0080894D;Collège Salengro;08002;49.75156084497803;4.722190512361697;286;153;53.49650349650349650300
0080954U;Collège Bayard;08000;49.757769604557474;4.718519538021718;288;143;49.65277777777777777800
0080046G;Collège Elisabeth de Nassau;08200;49.69952689828173;4.952700028804294;262;131;50.00000000000000000000
0100807Y;Collège Pierre Brossolette;10601;48.30525848042421;4.033710433120712;481;257;53.43035343035343035300
0520049W;Collège Anne Frank;52105;48.64699426079609;4.968319750330073;307;187;60.91205211726384364800
0511474A;Collège Pierre Gilles de Gennes;51300;48.71230434278272;4.590709492301247;360;183;50.83333333333333333300
0510044W;Collège Colbert;51100;49.282976093498846;4.021849763224255;482;234;48.54771784232365145200
0511085C;Collège Robert Schuman;51100;49.25303543854247;4.058850659618287;622;324;52.09003215434083601300
0511108C;Collège Paul Fort;51100;49.22701661700926;4.042520099566606;497;279;56.13682092555331992000
0672765S;Collège Galilée;67382;48.54972604056322;7.688407452856696;633;303;47.86729857819905213300
0670065G;Collège Leclerc;67300;48.60898317794813;7.731634119330065;447;228;51.00671140939597315400
0670105A;Collège Lezay Marnésia;67100;48.548950183178;7.745844401973917;543;283;52.11786372007366482500
0671691Z;Collège Stockfeld;67100;48.53867620451881;7.76388540046777;529;308;58.22306238185255198500
9710026B;Collège Fontaines Bouillantes;97125;16.167438757348904;-61.775681401456886;238;142;59.66386554621848739500
9710033J;Collège Maryse Condé;97127;16.304903668455466;-61.068450139884476;50;17;34.00000000000000000000
9710405N;Collège Raizet;97139;16.259647181631955;-61.52929572730958;480;253;52.70833333333333333300
9710710V;Collège Alexandre Isaac;97139;16.278851224125525;-61.50644991429143;705;381;54.04255319148936170200
9711087E;Collège roche gravée de Moho;97072;18.06395184129821;-63.03502027876942;386;204;52.84974093264248704700
9730337D;Ma Aiye - Collège d'Apatou;97317;5.159839273121396;-54.34030321384473;517;280;54.15860735009671179900
9730130D;Collège Eugène Nonnon;97300;4.941425734458686;-52.331632743233115;597;293;49.07872696817420435500
9730306V;Collège Omeba Tobo (Kourou III);97387;5.173465451024606;-52.65014296332478;455;245;53.84615384615384615400
9730374U;Collège Antoine Sylvère Felix;97355;4.92306509984753;-52.407216581988564;801;434;54.18227215980024968800
9730193X;Collège Gran Man Difou;97370;3.64403238602736;-54.03408756654566;528;286;54.16666666666666666700
9730182K;Collège La Canopée (Matoury I);97351;4.842455625029976;-52.329340866552606;884;457;51.69683257918552036200
9730218Z;Collège Lise Ophion (Matoury II);97351;4.889986958705637;-52.34283961232714;695;358;51.51079136690647482000
9730248G;Collège Albert Londres (Saint-Laurent II);97320;5.471970820763775;-54.03107162805494;949;495;52.16016859852476290800
0021518P;Collège Marie de Luxembourg;02800;49.66395473671849;3.364100416390511;389;200;51.41388174807197943400
0020090M;Collège Charlemagne;02012;49.56229507810586;3.6408502326688725;590;320;54.23728813559322033900
0020054Y;Collège Montaigne;02100;49.863072917494954;3.3006106526847714;317;166;52.36593059936908517400
0600018U;Collège Gaëtan Denain;60200;49.410872621247876;2.82072362679193;451;228;50.55432372505543237300
0600032J;Collège La Rochefoucauld;60140;49.32647170524783;2.464039752942275;613;297;48.45024469820554649300
0801264P;Collège Rosa Parks;80012;49.9176396081107;2.253931461784814;363;201;55.37190082644628099200
0801616X;Collège Guy Mareschal;80093;49.8706672638455;2.327364180638817;270;168;62.22222222222222222200
0801485E;Collège du Val de Nièvre;80620;50.07732781962249;2.120893100543731;315;166;52.69841269841269841300
0801537L;Collège Béranger;80201;49.93086067359956;2.9252701068091618;604;349;57.78145695364238410600
0801373H;Collège Jules Verne;80136;49.90424531712562;2.32472366614414;635;333;52.44094488188976378000
0590062X;Collège Villars;59721;50.322759863935794;3.395299511847835;509;257;50.49115913555992141500
0594299C;Collège Turgot;59220;50.33072586542027;3.3954403591508777;400;195;48.75000000000000000000
0594300D;Collège Bayard;59723;50.3360867240659;3.382930373268679;305;171;56.06557377049180327900
0592751V;Collège Félicien Joly;59124;50.33786460186301;3.3574295054584917;511;238;46.57534246575342465800
0594168K;Collège Jean Zay;59750;50.29266344220489;3.9204097660583948;288;153;53.12500000000000000000
0590088A;Collège Jules Verne;59791;51.020127902647296;2.3046996668512616;383;193;50.39164490861618799000
0596833G;Collège Nina Simone;59000;50.624217470059136;3.0443905646572866;486;235;48.35390946502057613200
0593237Y;Collège Gernez Rieux;59790;50.5983131333799;3.0907898474551434;452;236;52.21238938053097345100
0590183D;Collège Madame de Sévigné;59100;50.693177620016684;3.164919554423088;380;201;52.89473684210526315800
0594389A;Collège Anne Frank;59058;50.6940448027289;3.1758006508446877;481;247;51.35135135135135135100
0595168X;Collège Maxence Van Der Meersch;59052;50.681280837629195;3.2072199693145738;519;269;51.83044315992292870900
0594405T;Collège Victor Hugo;59490;50.36153891792843;3.276190437285765;545;288;52.84403669724770642200
0594394F;Collège Marie Curie;59203;50.718868994902444;3.1545501387874855;502;267;53.18725099601593625500
0594524X;Collège Jean Moulin;59635;50.59193523772984;3.045949585843362;266;163;61.27819548872180451100
0620021L;Collège Sévigné;62260;50.50657276230646;2.4645395665443663;371;217;58.49056603773584905700
0622268D;Collège Jean Moulin;62620;50.4579458797513;2.622779628122749;508;304;59.84251968503937007900
0622425Z;Collège Paul Verlaine;62406;50.515728942107174;2.6302301996805917;585;277;47.35042735042735042700
0620051U;Collège Angellier;62200;50.7211009818125;1.6093893504615437;367;220;59.94550408719346049000
0620055Y;Collège Paul Langevin;62200;50.733725140619015;1.6185600819517356;284;172;60.56338028169014084500
